AT1,AT
AT2,AT
AT3,AT
DE10,DE
DE11,DE
DE13,DE
DE14,DE
DE15,DE
DE16,DE
DE17,DE
DE18,DE
DE19,DE
DE1,DE
DE20,DE
DE21,DE
DE22,DE
DE23,DE
DE24,DE
DE26,DE
DE27,DE
DE29,DE
DE2,DE
DE31,DE
DE33,DE
DE34,DE
DE35,DE
DE3,DE
DE41,DE
DE42,DE
DE4,DE
DE5,DE
DE6,DE
DE7,DE
DE8,DE
DK12,DK
DK1,DK
DK2,DK
DK3,DK
DK7,DK
EN12,EN
EN15,EN
EN18,EN
EN21,EN
EN24,EN
EN27,EN
EN9,EN
ES12,ES
ES15,ES
ES1,ES
ES2,ES
ES3,ES
ES4,ES
FR41,FR
FR42,FR
FR43,FR
FR45,FR
FR46,FR
FR1,FR
FR2,FR
FR3,FR
GR1,GR
GR3,GR
IT1,IT
IT2,IT
IT3,IT
IT4,IT
IT5,IT
IT6,IT
IT7,IT
LT10,LT
LT11,LT
LT120,LT
LT12,LT
LT13,LT
LT14,LT
LT15,LT
LT16,LT
LT17,LT
LT18,LT
LT19,LT
LT1,LT
LT21,LT
LT22,LT
LT23,LT
LT24,LT
LT25,LT
LT2,LT
LT3,LT
LT4,LT
LT5,LT
LT6,LT
LT7,LT
LT8,LT
LT9,LT
MK1,MK
MK2,MK
MK4,MK
PL,PL
PL101,PL
PL102,PL
PL105,PL
PL107,PL
PL108,PL
PL112,PL
PL113,PL
PL114,PL
PL116,PL
PL119,PL
PL11,PL
PL120,PL
PL15,PL
PL16,PL
PL17,PL
PL19,PL
PL1,PL
PL22,PL
PL26,PL
PL27,PL
PL28,PL
PL29,PL
PL2,PL
PL32,PL
PL35,PL
PL36,PL
PL37,PL
PL38,PL
PL3,PL
PL40,PL
PL41,PL
PL42,PL
PL44,PL
PL45,PL
PL4,PL
PL50,PL
PL51,PL
PL52,PL
PL54,PL
PL55,PL
PL57,PL
PL59,PL
PL5,PL
PL60,PL
PL61,PL
PL62,PL
PL63,PL
PL6,PL
PL72,PL
PL73,PL
PL74,PL
PL75,PL
PL7,PL
PL87,PL
PL8,PL
PL90,PL
PL91,PL
PL97,PL
PL98,PL
PL99,PL
PL9,PL
RO1,RO
RO2,RO
RO3,RO
RS10,RS
RS11,RS
RS15,RS
RS19,RS
RS1,RS
RS2,RS
RS4,RS
RS5,RS
RS8,RS
RU2,RU
RU3,RU
RU4,RU
RU5,RU
RU6,RU
RU8,RU
RU9,RU
SE11,SE
SE18,SE
SE1,SE
SE2,SE
SE4,SE
SE5,SE
SE9,SE
SI1,SI
SI2,SI
SI3,SI
SI4,SI
SI6,SI
SI7,SI
SK1,SK
SK2,SK
SK3,SK
SK4,SK
SK5,SK
SK6,SK
